annee_mutation,valeur_fonciere,nom_commune,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude,code_commune
2020,170000,Aigrefeuille-sur-Maine,40,2,123,-1.399481,47.078935,4
2020,170000,Aigrefeuille-sur-Maine,40,2,123,-1.399481,47.078935,4
2020,235000,Aizenay,62,2,200,-1.6111,46.741329,5
2020,235000,Aizenay,57,4,200,-1.6111,46.741329,5
2020,235000,Aizenay,25,1,200,-1.6111,46.741329,5
2020,235000,Aizenay,78,4,200,-1.6111,46.741329,5
2020,235000,Aizenay,22,1,200,-1.6111,46.741329,5
2020,235000,Aizenay,62,2,200,-1.6111,46.741329,5
2020,235000,Aizenay,57,4,200,-1.6111,46.741329,5
2020,235000,Aizenay,25,1,200,-1.6111,46.741329,5
2020,235000,Aizenay,78,4,200,-1.6111,46.741329,5
2020,235000,Aizenay,22,1,200,-1.6111,46.741329,5
2018,139000,Aizenay,87,4,633,-1.606418,46.740985,5
2018,139000,Aizenay,87,4,633,-1.606418,46.740985,5
2017,285000,Aizenay,35,2,184,-1.608603,46.74017,5
2017,285000,Aizenay,64,3,184,-1.608603,46.74017,5
2017,285000,Aizenay,49,2,184,-1.608603,46.74017,5
2017,285000,Aizenay,39,2,184,-1.608603,46.74017,5
2017,110000,Aizenay,70,3,299,-1.602137,46.738768,5
2021,50000,Alexain,72,3,294,-0.76746,48.229699,6
2021,50000,Alexain,62,4,294,-0.76746,48.229699,6
2021,50000,Alexain,62,2,294,-0.76746,48.229699,6
2017,80000,Alexain,100,2,511,-0.766166,48.230869,6
2017,80000,Alexain,45,1,511,-0.766166,48.230869,6
2019,200000,Allonnes,60,3,202,0.15667,47.967228,7
2019,200000,Allonnes,48,2,202,0.15667,47.967228,7
2019,200000,Allonnes,51,2,202,0.15667,47.967228,7
2019,200000,Allonnes,58,3,202,0.15667,47.967228,7
2019,200000,Allonnes,55,2,679,0.024845,47.293248,7
2019,200000,Allonnes,75,3,679,0.024845,47.293248,7
2019,200000,Allonnes,38,2,679,0.024845,47.293248,7
2019,200000,Allonnes,64,3,679,0.024845,47.293248,7
2019,200000,Allonnes,71,2,679,0.024845,47.293248,7
2019,156000,Allonnes,20,1,878,0.01494,47.29576,7
2019,156000,Allonnes,20,1,878,0.01494,47.29576,7
2019,156000,Allonnes,20,1,878,0.01494,47.29576,7
2020,510000,Allonnes,85,4,10776,0.145263,47.972677,7
2020,510000,Allonnes,30,1,10776,0.145263,47.972677,7
2020,510000,Allonnes,85,4,10776,0.145263,47.972677,7
2020,510000,Allonnes,30,1,10776,0.145263,47.972677,7
2018,133990,Allonnes,51,2,246,0.156866,47.968044,7
2018,133990,Allonnes,27,2,246,0.156866,47.968044,7
2018,500000,Allonnes,30,1,10776,0.145263,47.972677,7
2018,500000,Allonnes,85,4,10776,0.145263,47.972677,7
2018,140000,Allonnes,39,2,527,0.024335,47.294052,7
2018,140000,Allonnes,52,3,527,0.024335,47.294052,7
2018,140000,Allonnes,31,2,527,0.024335,47.294052,7
2018,140000,Allonnes,26,1,527,0.024335,47.294052,7
2018,290000,Allonnes,21,2,3485,-0.002812,47.296295,7
2018,290000,Allonnes,95,2,3485,-0.002812,47.296295,7
2018,290000,Allonnes,42,2,3485,-0.002812,47.296295,7
2018,290000,Allonnes,29,1,3485,-0.002812,47.296295,7
2018,290000,Allonnes,54,2,3485,-0.002812,47.296295,7
2018,290000,Allonnes,50,3,3485,-0.002812,47.296295,7
2018,290000,Allonnes,43,2,3485,-0.002812,47.296295,7
2018,290000,Allonnes,70,3,3485,-0.002812,47.296295,7
2018,290000,Allonnes,80,3,3485,-0.002812,47.296295,7
2018,290000,Allonnes,80,3,3485,-0.002812,47.296295,7
2019,73550,Ambrières-les-Vallées,38,1,81,-0.626841,48.39995,8
2019,73550,Ambrières-les-Vallées,38,2,81,-0.626841,48.39995,8
2019,73550,Ambrières-les-Vallées,88,4,81,-0.626841,48.39995,8
2019,160000,Ambrières-les-Vallées,29,2,1419,-0.627441,48.40075,8
2018,25000,Ambrières-les-Vallées,36,2,101,-0.628736,48.402931,8
2018,25000,Ambrières-les-Vallées,36,2,101,-0.628736,48.402931,8
2018,27000,Ambrières-les-Vallées,46,2,452,-0.634363,48.403629,8
2018,27000,Ambrières-les-Vallées,26,1,452,-0.634363,48.403629,8
2017,32000,Ambrières-les-Vallées,88,4,81,-0.626841,48.39995,8
2017,32000,Ambrières-les-Vallées,38,2,81,-0.626841,48.39995,8
2017,32000,Ambrières-les-Vallées,38,1,81,-0.626841,48.39995,8
2017,57000,Ambrières-les-Vallées,135,4,113,-0.628691,48.401208,8
2017,80000,Ambrières-les-Vallées,103,4,386,-0.627326,48.402451,8
2017,80000,Ambrières-les-Vallées,103,4,386,-0.627326,48.402451,8
2019,140000,Ancenis-Saint-Géréon,41,2,260,-1.179356,47.369189,9
2019,245000,Ancenis-Saint-Géréon,60,2,700,-1.182651,47.36621,9
2019,245000,Ancenis-Saint-Géréon,40,2,700,-1.182651,47.36621,9
2019,181500,Ancenis-Saint-Géréon,35,1,107,-1.181342,47.36408,9
2019,181500,Ancenis-Saint-Géréon,39,3,107,-1.181342,47.36408,9
2019,181500,Ancenis-Saint-Géréon,48,2,107,-1.181342,47.36408,9
2019,170000,Ancenis-Saint-Géréon,25,1,35,-1.18002,47.366087,9
2019,170000,Ancenis-Saint-Géréon,55,2,35,-1.18002,47.366087,9
2019,170000,Ancenis-Saint-Géréon,55,2,35,-1.18002,47.366087,9
2019,170000,Ancenis-Saint-Géréon,17,1,35,-1.18002,47.366087,9
2019,175000,Ancenis-Saint-Géréon,25,1,142,-1.181918,47.363838,9
2019,175000,Ancenis-Saint-Géréon,65,3,142,-1.181918,47.363838,9
2019,142000,Ancenis-Saint-Géréon,46,2,73,-1.180166,47.364369,9
2019,142000,Ancenis-Saint-Géréon,55,2,73,-1.180166,47.364369,9
2019,157625,Ancenis-Saint-Géréon,90,3,890,-1.194321,47.366096,9
2019,157625,Ancenis-Saint-Géréon,90,3,890,-1.194321,47.366096,9
2019,160000,Ancenis-Saint-Géréon,69,3,340,-1.176809,47.370371,9
2019,160000,Ancenis-Saint-Géréon,35,2,340,-1.176809,47.370371,9
2021,214000,Ancenis-Saint-Géréon,51,2,68,-1.181278,47.36394,9
2021,214000,Ancenis-Saint-Géréon,64,2,68,-1.181278,47.36394,9
2021,214000,Ancenis-Saint-Géréon,70,4,68,-1.181278,47.36394,9
2021,290000,Ancenis-Saint-Géréon,60,1,1561,-1.205207,47.363198,9
2021,290000,Ancenis-Saint-Géréon,58,2,1561,-1.205207,47.363198,9
2021,200525.7,Ancenis-Saint-Géréon,84,5,186,-1.196054,47.388565,9
2021,420000,Ancenis-Saint-Géréon,40,2,110,-1.179152,47.364159,9
2021,420000,Ancenis-Saint-Géréon,35,2,110,-1.179152,47.364159,9
2021,420000,Ancenis-Saint-Géréon,70,2,170,-1.178668,47.364517,9
2021,420000,Ancenis-Saint-Géréon,50,3,170,-1.178668,47.364517,9
2021,420000,Ancenis-Saint-Géréon,40,2,170,-1.178668,47.364517,9
2021,420000,Ancenis-Saint-Géréon,30,1,170,-1.178668,47.364517,9
2021,420000,Ancenis-Saint-Géréon,18,1,110,-1.178702,47.364568,9
2021,420000,Ancenis-Saint-Géréon,43,1,110,-1.178702,47.364568,9
2021,420000,Ancenis-Saint-Géréon,24,1,110,-1.178702,47.364568,9
2021,420000,Ancenis-Saint-Géréon,39,2,110,-1.178702,47.364568,9
2021,420000,Ancenis-Saint-Géréon,25,1,110,-1.178702,47.364568,9
2021,205000,Ancenis-Saint-Géréon,114,5,255,-1.177987,47.365774,9
2021,180000,Ancenis-Saint-Géréon,45,2,57,-1.174569,47.366217,9
2021,180000,Ancenis-Saint-Géréon,20,1,57,-1.174569,47.366217,9
2021,115000,Ancenis-Saint-Géréon,80,2,250,-1.179046,47.365603,9
2021,115000,Ancenis-Saint-Géréon,108,4,250,-1.179046,47.365603,9
2021,213000,Ancenis-Saint-Géréon,84,5,165,-1.19596,47.388556,9
2021,190000,Ancenis-Saint-Géréon,41,2,135,-1.181797,47.365897,9
2021,190000,Ancenis-Saint-Géréon,32,2,135,-1.181797,47.365897,9
2021,190000,Ancenis-Saint-Géréon,26,1,135,-1.181797,47.365897,9
2021,240000,Ancenis-Saint-Géréon,57,3,233,-1.191597,47.389078,9
2021,240000,Ancenis-Saint-Géréon,41,1,233,-1.191597,47.389078,9
2020,245000,Ancenis-Saint-Géréon,81,3,979,-1.20682,47.368455,9
2020,245000,Ancenis-Saint-Géréon,109,5,979,-1.20682,47.368455,9
2020,450000,Ancenis-Saint-Géréon,70,3,638,-1.18115,47.364467,9
2020,450000,Ancenis-Saint-Géréon,34,2,638,-1.18115,47.364467,9
2020,450000,Ancenis-Saint-Géréon,120,5,638,-1.18115,47.364467,9
2020,450000,Ancenis-Saint-Géréon,70,2,638,-1.18115,47.364467,9
2020,450000,Ancenis-Saint-Géréon,65,2,638,-1.18115,47.364467,9
2020,125000,Ancenis-Saint-Géréon,70,3,381,-1.191948,47.376442,9
2020,132000,Ancenis-Saint-Géréon,80,3,230,-1.179466,47.36434,9
2020,132000,Ancenis-Saint-Géréon,86,3,230,-1.179466,47.36434,9
2020,132000,Ancenis-Saint-Géréon,95,3,230,-1.179466,47.36434,9
2020,781478,Ancenis-Saint-Géréon,22,1,425,-1.177826,47.367737,9
2020,781478,Ancenis-Saint-Géréon,20,1,425,-1.177826,47.367737,9
2020,781478,Ancenis-Saint-Géréon,40,2,425,-1.177826,47.367737,9
2020,250000,Ancenis-Saint-Géréon,130,4,661,-1.179216,47.369423,9
2020,250000,Ancenis-Saint-Géréon,150,5,661,-1.179216,47.369423,9
2020,170000,Ancenis-Saint-Géréon,70,1,100,-1.181931,47.370667,9
2020,170000,Ancenis-Saint-Géréon,77,1,100,-1.181931,47.370667,9
2020,134000,Ancenis-Saint-Géréon,28,2,219,-1.193274,47.363643,9
2020,134000,Ancenis-Saint-Géréon,25,1,219,-1.193274,47.363643,9
2020,300000,Ancenis-Saint-Géréon,47,3,142,-1.17912,47.372137,9
2020,300000,Ancenis-Saint-Géréon,53,3,142,-1.17912,47.372137,9
2020,300000,Ancenis-Saint-Géréon,33,2,142,-1.17912,47.372137,9
2018,184500,Ancenis-Saint-Géréon,15,1,164,-1.179654,47.365241,9
2018,184500,Ancenis-Saint-Géréon,70,3,164,-1.179654,47.365241,9
2018,184500,Ancenis-Saint-Géréon,35,1,164,-1.179654,47.365241,9
2018,184500,Ancenis-Saint-Géréon,20,1,164,-1.179654,47.365241,9
2018,374000,Ancenis-Saint-Géréon,51,4,80,-1.178351,47.366736,9
2018,374000,Ancenis-Saint-Géréon,41,3,80,-1.178351,47.366736,9
2018,350000,Ancenis-Saint-Géréon,35,1,174,-1.178325,47.364996,9
2018,214500,Ancenis-Saint-Géréon,56,3,554,-1.201297,47.367562,9
2018,214500,Ancenis-Saint-Géréon,67,4,554,-1.201297,47.367562,9
2018,141000,Ancenis-Saint-Géréon,84,5,165,-1.19596,47.388556,9
2018,130000,Ancenis-Saint-Géréon,21,1,220,-1.184023,47.373969,9
2018,130000,Ancenis-Saint-Géréon,13,1,220,-1.184023,47.373969,9
2018,190000,Ancenis-Saint-Géréon,90,3,270,-1.177154,47.365175,9
2018,190000,Ancenis-Saint-Géréon,90,3,270,-1.177154,47.365175,9
2018,190000,Ancenis-Saint-Géréon,90,3,270,-1.177154,47.365175,9
2018,190000,Ancenis-Saint-Géréon,80,2,270,-1.177154,47.365175,9
2018,420000,Ancenis-Saint-Géréon,55,3,173,-1.178297,47.367891,9
2017,90000,Ancenis-Saint-Géréon,94,2,115,-1.179628,47.36379,9
2017,90000,Ancenis-Saint-Géréon,57,1,115,-1.179628,47.36379,9
2017,299500,Ancenis-Saint-Géréon,72,3,165,-1.178316,47.364946,9
2017,299500,Ancenis-Saint-Géréon,78,3,165,-1.178316,47.364946,9
2017,280000,Ancenis-Saint-Géréon,48,2,110,-1.174678,47.36598,9
2017,280000,Ancenis-Saint-Géréon,52,2,110,-1.174678,47.36598,9
2017,280000,Ancenis-Saint-Géréon,72,2,110,-1.174678,47.36598,9
2017,280000,Ancenis-Saint-Géréon,26,1,110,-1.174678,47.36598,9
2017,105000,Ancenis-Saint-Géréon,90,4,100,-1.174903,47.366641,9
2017,88000,Ancenis-Saint-Géréon,28,1,151,-1.178557,47.363647,9
2017,88000,Ancenis-Saint-Géréon,48,2,151,-1.178557,47.363647,9
2017,160000,Ancenis-Saint-Géréon,57,3,730,-1.17504,47.366809,9
2017,160000,Ancenis-Saint-Géréon,57,3,730,-1.17504,47.366809,9
2019,27000,Andouillé,80,3,115,-0.783609,48.176212,10
2021,70000,Andouillé,55,3,71,-0.783892,48.177234,10
2021,85000,Andouillé,57,2,390,-0.78459,48.177404,10
2021,85000,Andouillé,51,3,390,-0.78459,48.177404,10
2021,70000,Andouillé,34,1,95,-0.783827,48.17692,10
2021,70000,Andouillé,34,2,95,-0.783827,48.17692,10
2021,110000,Andouillé,47,2,110,-0.782686,48.175908,10
2021,110000,Andouillé,26,1,110,-0.782686,48.175908,10
2021,110000,Andouillé,21,1,110,-0.782686,48.175908,10
2018,67700,Andouillé,80,2,172,-0.746031,48.17812,10
2017,65000,Andouillé,60,0,56,-0.78357,48.176281,10
2017,65000,Andouillé,60,4,56,-0.78357,48.176281,10
2017,117000,Andouillé,25,1,248,-0.785713,48.176109,10
2017,117000,Andouillé,26,1,248,-0.785713,48.176109,10
2017,117000,Andouillé,59,3,248,-0.785713,48.176109,10
2019,368643,Angers,38,2,164,-0.538487,47.46436,11
2019,368643,Angers,36,2,164,-0.538487,47.46436,11
2019,281250,Angers,70,3,166,-0.542678,47.456645,11
2019,281250,Angers,10,1,166,-0.542678,47.456645,11
2019,281250,Angers,70,3,166,-0.542678,47.456645,11
2019,281250,Angers,14,1,166,-0.542678,47.456645,11
2019,281250,Angers,10,1,166,-0.542678,47.456645,11
2019,925000,Angers,50,2,318,-0.556573,47.468294,11
2019,925000,Angers,25,1,318,-0.556573,47.468294,11
2019,925000,Angers,25,1,318,-0.556573,47.468294,11
2019,925000,Angers,45,1,318,-0.556573,47.468294,11
2019,925000,Angers,22,1,318,-0.556573,47.468294,11
2019,925000,Angers,22,1,318,-0.556573,47.468294,11
2019,925000,Angers,25,1,318,-0.556573,47.468294,11
2019,925000,Angers,22,1,318,-0.556573,47.468294,11
2019,925000,Angers,20,1,318,-0.556573,47.468294,11
2019,925000,Angers,45,1,318,-0.556573,47.468294,11
2019,925000,Angers,45,1,318,-0.556573,47.468294,11
2019,925000,Angers,45,2,318,-0.556573,47.468294,11
2019,925000,Angers,27,1,285,-0.54933,47.468344,11
2019,925000,Angers,26,1,285,-0.54933,47.468344,11
2019,925000,Angers,26,1,285,-0.54933,47.468344,11
2019,925000,Angers,26,1,285,-0.54933,47.468344,11
2019,925000,Angers,36,2,285,-0.54933,47.468344,11
2019,925000,Angers,26,1,285,-0.54933,47.468344,11
2019,925000,Angers,27,1,285,-0.54933,47.468344,11
2019,925000,Angers,25,1,285,-0.54933,47.468344,11
2019,925000,Angers,27,1,285,-0.54933,47.468344,11
2019,925000,Angers,36,2,285,-0.54933,47.468344,11
2019,925000,Angers,27,1,285,-0.54933,47.468344,11
2019,925000,Angers,26,1,285,-0.54933,47.468344,11
2019,925000,Angers,26,1,285,-0.54933,47.468344,11
2019,925000,Angers,26,1,285,-0.54933,47.468344,11
2019,925000,Angers,25,2,285,-0.54933,47.468344,11
2019,470000,Angers,17,1,70,-0.560439,47.465338,11
2019,470000,Angers,14,1,70,-0.560439,47.465338,11
2019,470000,Angers,12,1,70,-0.560439,47.465338,11
2019,470000,Angers,27,1,70,-0.560439,47.465338,11
2019,470000,Angers,17,1,70,-0.560439,47.465338,11
2019,470000,Angers,27,1,70,-0.560439,47.465338,11
2019,1080000,Angers,90,4,290,-0.553657,47.470708,11
2019,1080000,Angers,79,4,290,-0.553657,47.470708,11
2019,1080000,Angers,84,4,290,-0.553657,47.470708,11
2019,1080000,Angers,84,4,290,-0.553657,47.470708,11
2019,500000,Angers,34,2,226,-0.539502,47.474816,11
2019,500000,Angers,39,2,226,-0.539502,47.474816,11
2019,500000,Angers,34,2,226,-0.539502,47.474816,11
2019,500000,Angers,34,2,226,-0.539502,47.474816,11
2019,500000,Angers,34,2,226,-0.539502,47.474816,11
2019,500000,Angers,34,2,226,-0.539502,47.474816,11
2019,500000,Angers,35,2,226,-0.539502,47.474816,11
2019,1075000,Angers,102,4,222,-0.552756,47.471828,11
2019,350000,Angers,15,1,66,-0.553339,47.473497,11
2019,350000,Angers,18,1,66,-0.553339,47.473497,11
2019,350000,Angers,15,1,66,-0.553339,47.473497,11
2019,350000,Angers,15,1,66,-0.553339,47.473497,11
2019,350000,Angers,16,1,66,-0.553339,47.473497,11
2019,350000,Angers,16,1,66,-0.553339,47.473497,11
2019,350000,Angers,10,1,66,-0.553339,47.473497,11
2019,350000,Angers,15,1,66,-0.553339,47.473497,11
2019,350000,Angers,16,1,66,-0.553339,47.473497,11
2019,350000,Angers,10,1,66,-0.553339,47.473497,11
2019,350000,Angers,10,1,66,-0.553339,47.473497,11
2019,210000,Angers,14,1,52,-0.539567,47.461652,11
2019,210000,Angers,14,1,52,-0.539567,47.461652,11
2019,210000,Angers,35,2,52,-0.539567,47.461652,11
2019,210000,Angers,20,1,52,-0.539567,47.461652,11
2019,288000,Angers,35,2,260,-0.524591,47.452972,11
2019,288000,Angers,23,1,260,-0.524591,47.452972,11
2019,288000,Angers,22,1,260,-0.524591,47.452972,11
2019,288000,Angers,43,2,260,-0.524591,47.452972,11
2019,288000,Angers,78,4,260,-0.524591,47.452972,11
2019,313000,Angers,22,1,515,-0.544682,47.464208,11
2019,313000,Angers,12,1,515,-0.544682,47.464208,11
2019,313000,Angers,29,2,515,-0.544682,47.464208,11
2019,313000,Angers,19,1,515,-0.544682,47.464208,11
2019,313000,Angers,24,1,515,-0.544682,47.464208,11
2019,370000,Angers,9,1,68,-0.540779,47.46624,11
2019,370000,Angers,12,1,68,-0.540779,47.46624,11
2019,370000,Angers,14,1,68,-0.540779,47.46624,11
2019,370000,Angers,20,1,68,-0.540779,47.46624,11
2019,370000,Angers,20,1,68,-0.540779,47.46624,11
2019,370000,Angers,16,1,68,-0.540779,47.46624,11
2019,370000,Angers,12,1,68,-0.540779,47.46624,11
2019,370000,Angers,12,1,68,-0.540779,47.46624,11
2019,370000,Angers,11,1,68,-0.540779,47.46624,11
2019,370000,Angers,13,1,68,-0.540779,47.46624,11
2019,370000,Angers,9,1,68,-0.540779,47.46624,11
2019,340000,Angers,47,2,211,-0.554493,47.458437,11
2019,340000,Angers,81,4,211,-0.554493,47.458437,11
2019,340000,Angers,35,2,211,-0.554493,47.458437,11
2019,340000,Angers,35,2,211,-0.554493,47.458437,11
2019,250000,Angers,34,1,42,-0.545167,47.466968,11
2019,250000,Angers,24,1,42,-0.545167,47.466968,11
2019,250000,Angers,24,1,42,-0.545167,47.466968,11
2019,424000,Angers,55,2,178,-0.548944,47.45979,11
2019,424000,Angers,55,2,178,-0.548944,47.45979,11
2019,230000,Angers,41,2,73,-0.562801,47.466486,11
2019,230000,Angers,34,2,73,-0.562801,47.466486,11
2019,230000,Angers,34,2,73,-0.562801,47.466486,11
2019,420000,Angers,25,1,156,-0.551548,47.476227,11
2019,420000,Angers,19,1,156,-0.551548,47.476227,11
2019,420000,Angers,25,1,156,-0.551548,47.476227,11
2019,420000,Angers,29,1,156,-0.551548,47.476227,11
2019,420000,Angers,21,1,156,-0.551548,47.476227,11
2019,420000,Angers,29,1,156,-0.551548,47.476227,11
2019,200000,Angers,27,1,437,-0.534229,47.467455,11
2019,710000,Angers,25,1,351,-0.557247,47.463494,11
2019,710000,Angers,25,1,351,-0.557247,47.463494,11
2019,710000,Angers,59,2,351,-0.557247,47.463494,11
2019,710000,Angers,25,1,351,-0.557247,47.463494,11
2019,710000,Angers,25,1,351,-0.557247,47.463494,11
2019,710000,Angers,25,1,351,-0.557247,47.463494,11
2019,710000,Angers,20,1,351,-0.557247,47.463494,11
2019,710000,Angers,20,1,351,-0.557247,47.463494,11
2019,710000,Angers,25,1,351,-0.557247,47.463494,11
2019,225000,Angers,65,2,92,-0.543268,47.456979,11
2019,225000,Angers,65,2,92,-0.543268,47.456979,11
2019,300000,Angers,47,2,180,-0.550547,47.460534,11
2019,300000,Angers,47,3,180,-0.550547,47.460534,11
2019,125000,Angers,25,1,85,-0.531132,47.47763,11
2019,132000,Angers,40,2,676,-0.541699,47.479966,11
2019,132000,Angers,189,8,676,-0.541699,47.479966,11
2019,400000,Angers,61,3,153,-0.552279,47.474128,11
2019,400000,Angers,61,3,153,-0.552279,47.474128,11
2019,400000,Angers,61,3,153,-0.552279,47.474128,11
2019,400000,Angers,60,3,153,-0.552279,47.474128,11
2019,500000,Angers,60,2,195,-0.558761,47.459621,11
2019,500000,Angers,72,3,195,-0.558761,47.459621,11
2019,400000,Angers,26,1,385,-0.549893,47.467081,11
2019,400000,Angers,39,2,385,-0.549893,47.467081,11
2019,400000,Angers,111,6,385,-0.549893,47.467081,11
2019,400000,Angers,36,2,385,-0.549893,47.467081,11
2019,550000,Angers,59,2,274,-0.563469,47.460712,11
2019,550000,Angers,65,3,274,-0.563469,47.460712,11
2019,550000,Angers,90,4,274,-0.563469,47.460712,11
2019,550000,Angers,59,2,274,-0.563469,47.460712,11
2019,520000,Angers,32,1,89,-0.558154,47.467126,11
2019,520000,Angers,32,1,89,-0.558154,47.467126,11
2019,520000,Angers,22,1,89,-0.558154,47.467126,11
2019,520000,Angers,22,1,89,-0.558154,47.467126,11
2019,520000,Angers,32,1,89,-0.558154,47.467126,11
2019,520000,Angers,22,1,89,-0.558154,47.467126,11
2019,690000,Angers,45,1,142,-0.553893,47.471233,11
2019,690000,Angers,30,1,142,-0.553893,47.471233,11
2019,690000,Angers,37,1,142,-0.553893,47.471233,11
2019,690000,Angers,45,1,142,-0.553893,47.471233,11
2019,690000,Angers,40,1,142,-0.553893,47.471233,11
2019,690000,Angers,39,1,142,-0.553893,47.471233,11
2019,690000,Angers,39,1,142,-0.553893,47.471233,11
2019,690000,Angers,45,1,142,-0.553893,47.471233,11
2019,375000,Angers,13,1,74,-0.546808,47.467873,11
2019,375000,Angers,15,1,74,-0.546808,47.467873,11
2019,375000,Angers,9,1,74,-0.546808,47.467873,11
2019,375000,Angers,18,1,74,-0.546808,47.467873,11
2019,375000,Angers,20,1,74,-0.546808,47.467873,11
2019,375000,Angers,9,1,74,-0.546808,47.467873,11
2019,412000,Angers,33,2,213,-0.537387,47.479329,11
2019,412000,Angers,31,2,213,-0.537387,47.479329,11
2019,412000,Angers,27,2,213,-0.537387,47.479329,11
2019,412000,Angers,30,2,213,-0.537387,47.479329,11
2019,412000,Angers,28,2,213,-0.537387,47.479329,11
2019,412000,Angers,41,2,213,-0.537387,47.479329,11
2019,412000,Angers,42,2,213,-0.537387,47.479329,11
2019,180000,Angers,33,1,96,-0.556864,47.466155,11
2019,180000,Angers,78,3,96,-0.556864,47.466155,11
2019,370000,Angers,23,1,185,-0.539417,47.461651,11
2019,370000,Angers,21,1,185,-0.539417,47.461651,11
2019,370000,Angers,19,1,185,-0.539417,47.461651,11
2019,370000,Angers,22,1,185,-0.539417,47.461651,11
2019,370000,Angers,20,1,185,-0.539417,47.461651,11
2019,370000,Angers,21,1,185,-0.539417,47.461651,11
2019,370000,Angers,19,1,185,-0.539417,47.461651,11
2019,339900,Angers,28,2,52,-0.554114,47.473266,11
2019,339900,Angers,28,2,52,-0.554114,47.473266,11
2019,339900,Angers,33,1,52,-0.554114,47.473266,11
2019,339900,Angers,28,1,52,-0.554114,47.473266,11
2019,339900,Angers,28,1,52,-0.554114,47.473266,11
2019,339900,Angers,10,2,52,-0.554114,47.473266,11
2019,339900,Angers,33,2,52,-0.554114,47.473266,11
2019,273000,Angers,65,2,150,-0.537786,47.466964,11
2019,273000,Angers,58,3,150,-0.537786,47.466964,11
2019,580000,Angers,69,3,232,-0.558096,47.470386,11
2019,580000,Angers,107,4,232,-0.558096,47.470386,11
2019,630000,Angers,24,1,102,-0.550181,47.464642,11
2019,630000,Angers,20,1,102,-0.550181,47.464642,11
2019,630000,Angers,21,1,102,-0.550181,47.464642,11
2019,630000,Angers,21,1,102,-0.550181,47.464642,11
2019,630000,Angers,19,1,102,-0.550181,47.464642,11
2019,630000,Angers,17,1,102,-0.550181,47.464642,11
2019,630000,Angers,17,1,102,-0.550181,47.464642,11
2019,630000,Angers,19,1,102,-0.550181,47.464642,11
2019,630000,Angers,24,1,102,-0.550181,47.464642,11
2019,630000,Angers,18,1,102,-0.550181,47.464642,11
2019,630000,Angers,17,1,102,-0.550181,47.464642,11
2019,2000000,Angers,168,7,3315,-0.556585,47.470195,11
2019,2000000,Angers,78,2,3315,-0.556585,47.470195,11
2019,2000000,Angers,61,3,3315,-0.556585,47.470195,11
2019,2000000,Angers,84,3,3315,-0.556585,47.470195,11
2019,2000000,Angers,160,7,3315,-0.556585,47.470195,11
2019,2000000,Angers,91,4,3315,-0.556585,47.470195,11
2019,2000000,Angers,90,4,3315,-0.556585,47.470195,11
2019,2000000,Angers,66,4,3315,-0.556585,47.470195,11
2019,2000000,Angers,68,3,3315,-0.556585,47.470195,11
2019,2000000,Angers,85,4,3315,-0.556585,47.470195,11
2019,2000000,Angers,75,4,3315,-0.556585,47.470195,11
2019,2000000,Angers,73,4,3315,-0.556585,47.470195,11
2019,2000000,Angers,63,3,3315,-0.556585,47.470195,11
2019,2000000,Angers,64,2,3315,-0.556585,47.470195,11
2019,165000,Angers,98,5,1504,-0.520153,47.471431,11
2019,925000,Angers,90,5,604,-0.551713,47.473281,11
2019,925000,Angers,160,5,604,-0.551713,47.473281,11
