,date_mutation,valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,longitude_appart,latitude_appart,Nom_commune,Code_postal,chef_lieu,longitude_cl,latitude_cl,distance
13410,2021,290000.0,73,3,-1.57793,47.208189,nantes,44100,nantes,-1.548204252,47.23204641,3.479124131361317
13411,2021,150500.0,36,2,-1.56236,47.238432,nantes,44300,nantes,-1.548204252,47.23204641,1.28566960503992
13412,2021,320000.0,65,3,-1.536954,47.212806,nantes,44000,nantes,-1.548204252,47.23204641,2.3025249064327182
13413,2021,239000.0,61,3,-1.525149,47.208717,nantes,44200,nantes,-1.548204252,47.23204641,3.1267348532108667
13414,2021,224040.0,50,3,-1.564057,47.227081,nantes,44000,nantes,-1.548204252,47.23204641,1.3213602256760657
13415,2021,204000.0,41,2,-1.575102,47.211988,nantes,44100,nantes,-1.548204252,47.23204641,3.020472820556685
13416,2021,150000.0,53,3,-1.58294,47.243129,nantes,44300,nantes,-1.548204252,47.23204641,2.904423170712993
13417,2021,483490.0,119,3,-1.562106,47.216363,nantes,44000,nantes,-1.548204252,47.23204641,2.03684075665337
13418,2021,175000.0,41,2,-1.550539,47.211165,nantes,44000,nantes,-1.548204252,47.23204641,2.3282195194845454
13419,2021,99900.0,29,2,-1.566121,47.213509,nantes,44000,nantes,-1.548204252,47.23204641,2.4675417893452725
13420,2021,323810.0,70,3,-1.563847,47.236378,nantes,44300,nantes,-1.548204252,47.23204641,1.2786648658758322
13421,2021,300000.0,65,4,-1.557495,47.205995,nantes,44200,nantes,-1.548204252,47.23204641,2.980536666081869
13422,2021,175000.0,39,2,-1.583747,47.22599,nantes,44100,nantes,-1.548204252,47.23204641,2.774604969165231
13423,2021,235000.0,69,3,-1.532167,47.252616,nantes,44300,nantes,-1.548204252,47.23204641,2.5891905824980554
13424,2021,130000.0,36,2,-1.558294,47.239168,nantes,44300,nantes,-1.548204252,47.23204641,1.1002575250166555
13425,2021,386840.0,85,3,-1.56392,47.212746,nantes,44000,nantes,-1.548204252,47.23204641,2.453767646150789
13426,2021,313000.0,69,3,-1.578793,47.223557,nantes,44000,nantes,-1.548204252,47.23204641,2.501437822034397
13427,2021,226000.0,92,4,-1.520963,47.236654,nantes,44300,nantes,-1.548204252,47.23204641,2.125436103119372
13428,2021,269000.0,71,3,-1.51813,47.26345,nantes,44300,nantes,-1.548204252,47.23204641,4.168068277270463
13429,2021,278000.0,69,3,-1.573184,47.213417,nantes,44100,nantes,-1.548204252,47.23204641,2.805182020244648
13430,2021,227000.0,68,3,-1.530749,47.188929,nantes,44200,nantes,-1.548204252,47.23204641,4.9726238317509495
13431,2021,158000.0,64,3,-1.542749,47.201419,nantes,44200,nantes,-1.548204252,47.23204641,3.4299867134270947
13432,2021,264000.0,79,3,-1.538605,47.194009,nantes,44200,nantes,-1.548204252,47.23204641,4.290874776885661
13433,2021,180000.0,79,4,-1.529636,47.236342,nantes,44300,nantes,-1.548204252,47.23204641,1.4849335923362768
13434,2021,180000.0,33,2,-1.558877,47.21309,nantes,44000,nantes,-1.548204252,47.23204641,2.257190885173612
13435,2021,200000.0,31,2,-1.561984,47.217506,nantes,44000,nantes,-1.548204252,47.23204641,1.9241470109083332
13436,2021,123530.0,85,4,-1.561921,47.218385,nantes,44000,nantes,-1.548204252,47.23204641,1.8401066839389824
13437,2021,94000.0,28,1,-1.532074,47.220365,nantes,44000,nantes,-1.548204252,47.23204641,1.7829533623929454
13438,2021,135625.0,50,2,-1.529967,47.210594,nantes,44200,nantes,-1.548204252,47.23204641,2.756108716756591
13439,2021,430000.0,85,3,-1.571164,47.214655,nantes,44100,nantes,-1.548204252,47.23204641,2.6004414980907
13440,2021,245000.0,65,4,-1.566839,47.230705,nantes,44000,nantes,-1.548204252,47.23204641,1.4190126330134814
13441,2021,310000.0,62,3,-1.551488,47.211551,nantes,44000,nantes,-1.548204252,47.23204641,2.2921143034966462
13442,2021,250000.0,68,3,-1.534797,47.209575,nantes,44200,nantes,-1.548204252,47.23204641,2.6967649485873766
13443,2021,265000.0,69,3,-1.576232,47.209939,nantes,44100,nantes,-1.548204252,47.23204641,3.247667435375144
13444,2021,144000.0,66,4,-1.597538,47.222025,nantes,44100,nantes,-1.548204252,47.23204641,3.898783185534709
13445,2021,355000.0,107,6,-1.529279,47.206239,nantes,44200,nantes,-1.548204252,47.23204641,3.207311670514397
13446,2021,375000.0,72,2,-1.560526,47.208074,nantes,44200,nantes,-1.548204252,47.23204641,2.8238229133234216
13447,2021,179982.0,76,4,-1.51201,47.23811,nantes,44300,nantes,-1.548204252,47.23204641,2.822381500687205
13448,2021,360000.0,82,4,-1.579374,47.212406,nantes,44100,nantes,-1.548204252,47.23204641,3.215767028309452
13449,2021,190000.0,65,3,-1.545737,47.204865,nantes,44200,nantes,-1.548204252,47.23204641,3.0276692099932125
13450,2021,265000.0,71,4,-1.583492,47.218779,nantes,44100,nantes,-1.548204252,47.23204641,3.0525559849120394
13451,2021,105000.0,50,2,-1.532196,47.204914,nantes,44200,nantes,-1.548204252,47.23204641,3.251037143675145
13452,2021,116000.0,25,1,-1.576911,47.236568,nantes,44300,nantes,-1.548204252,47.23204641,2.231124679097927
13453,2021,185000.0,63,3,-1.546608,47.201811,nantes,44200,nantes,-1.548204252,47.23204641,3.363597818278593
13454,2021,340000.0,80,4,-1.53944,47.24789,nantes,44000,nantes,-1.548204252,47.23204641,1.882270276957976
13455,2021,395000.0,86,3,-1.568895,47.214579,nantes,44100,nantes,-1.548204252,47.23204641,2.4953762094505474
13456,2021,285000.0,83,4,-1.507989,47.240556,nantes,44300,nantes,-1.548204252,47.23204641,3.1886765295489696
13457,2021,81600.0,59,3,-1.523942,47.232483,nantes,44300,nantes,-1.548204252,47.23204641,1.8379188858389537
13458,2021,200000.0,38,2,-1.556853,47.240693,nantes,44300,nantes,-1.548204252,47.23204641,1.1631624337889124
13459,2021,96000.0,25,1,-1.595379,47.213796,nantes,44100,nantes,-1.548204252,47.23204641,4.108885641035338
13460,2021,240000.0,71,3,-1.580967,47.20695,nantes,44100,nantes,-1.548204252,47.23204641,3.7340163563378455
13461,2021,304250.0,67,3,-1.585347,47.217816,nantes,44100,nantes,-1.548204252,47.23204641,3.2274138751441948
13462,2021,125000.0,34,2,-1.534365,47.191669,nantes,44200,nantes,-1.548204252,47.23204641,4.609757173075004
13463,2021,275000.0,85,4,-1.547853,47.209978,nantes,44000,nantes,-1.548204252,47.23204641,2.4536030657198022
13464,2021,300000.0,48,3,-1.548707,47.220798,nantes,44000,nantes,-1.548204252,47.23204641,1.251124372708554
